,stat,times,lengths
0,1051,0.8969540596008301,236.49135654173065
1,3604,10.435007333755493,218.85581216821788
2,2998,7.209468603134155,274.1864622998145
3,1020,0.841224193572998,229.33171891127827
4,1123,1.0190329551696777,257.9030353328022
5,256,0.05520296096801758,209.7781132001425
6,1153,1.0735158920288086,250.18772552839357
7,777,0.4901392459869385,218.8044973283554
8,1844,2.7343294620513916,278.90181137602116
9,3691,10.931272983551025,227.1525399068323
10,1215,1.190530776977539,217.69287714098184
11,1158,1.0811221599578857,245.42779267902677
12,481,0.19014811515808105,190.74588549394497
13,3400,9.275958061218262,219.91262950233005
14,116,0.012040853500366211,185.3558639290958
15,664,0.36093568801879883,190.23539644099006
16,627,0.32131195068359375,227.90214073150216
17,789,0.506237268447876,197.54179293061992
18,956,0.740166425704956,209.83009532485625
19,509,0.2113814353942871,218.21419433711435
20,2276,4.168301343917847,254.91460533709068
21,2641,5.602374076843262,222.68797357424307
22,1145,1.0566356182098389,232.83473104338864
23,743,0.44924283027648926,238.71439910053223
24,1874,2.822383165359497,197.71089216733876
25,1045,0.8830475807189941,259.55480393791026
26,316,0.08319807052612305,195.02468262120743
27,2501,5.021167039871216,263.16895758171444
28,1175,1.1134233474731445,199.5918629397314
29,1495,1.7978153228759766,276.0503741765228
30,797,0.5151364803314209,203.32286325707656
31,1391,1.559938907623291,191.8209001959625
32,1103,0.9852712154388428,208.33681994400715
33,856,0.5936198234558105,232.965597780233
34,540,0.23905658721923828,225.79496123386332
35,1765,2.5049166679382324,247.8632901816985
36,511,0.21462392807006836,238.8420397776518
37,742,0.4505431652069092,234.18496788853523
38,372,0.11353707313537598,219.52048471691683
39,575,0.2705373764038086,229.54546600501396
40,584,0.28025102615356445,227.65240970024067
41,1532,1.8889386653900146,211.9054457786001
42,2481,4.943233489990234,250.48172701300157
43,1871,2.8142850399017334,251.11404675569818
44,1589,2.032335042953491,229.60681814016525
45,902,0.6605939865112305,226.66690689200126
46,1297,1.3552119731903076,239.8074494168983
47,184,0.029275178909301758,214.11205921392252
48,914,0.677466630935669,245.09830995409953
49,953,0.7350478172302246,199.30508144797767
50,744,0.45085883140563965,225.32013288920334
51,500,0.20416045188903809,223.07016085523054
52,1160,1.0851490497589111,215.04436921841335
53,1070,0.9241929054260254,237.46230644359315
54,749,0.4552276134490967,228.49283647879403
55,755,0.4642176628112793,223.10401653303575
56,1192,1.1453807353973389,246.245294087223
57,612,0.3063364028930664,253.59570306547556
58,371,0.11422395706176758,219.8399584860431
59,537,0.23731040954589844,222.11090760006695
60,968,0.757570743560791,209.7771001750416
61,1063,0.914236307144165,289.3573571417604
62,581,0.2761554718017578,230.45590684454905
63,1120,1.012434720993042,239.7510760638228
64,1672,2.247650384902954,215.09467311603933
65,920,0.688185453414917,218.89811343388743
66,608,0.30097246170043945,239.86253855772384
67,638,0.33324670791625977,246.0965946813192
68,511,0.21318888664245605,235.95174081149622
69,3067,7.556528806686401,217.3519453767831
70,945,0.7229981422424316,250.59405719940764
71,693,0.39112377166748047,210.8067447764595
72,762,0.47239041328430176,197.88573192960123
73,760,0.4704880714416504,220.5662052939667
74,1110,0.9944171905517578,215.1271607272499
75,488,0.19454264640808105,209.89763363740718
76,735,0.4403812885284424,196.93781937993913
77,635,0.32846975326538086,216.5855249984694
78,265,0.05942678451538086,216.92884124747908
79,1305,1.3732869625091553,222.70544402713597
80,436,0.15613746643066406,235.29371553453547
81,340,0.09645295143127441,256.1386731239294
82,1477,1.756136178970337,234.36881192040644
83,1120,1.015974521636963,241.01180414073562
84,568,0.26320838928222656,207.7811331297461
85,785,0.5006039142608643,230.05010705321268
86,2425,4.727221965789795,234.53151487104137
87,983,0.7821018695831299,240.00019093358753
88,384,0.12084245681762695,201.70830891890986
89,747,0.4540259838104248,214.97296264762176
90,942,0.71891188621521,245.74406004754215
91,191,0.03131580352783203,241.6798021014924
92,6264,31.44283628463745,216.8390216258762
93,2509,5.051819324493408,231.25427991223603
94,1194,1.1505637168884277,253.5165418016333
95,751,0.45739221572875977,220.7321422383618
96,2582,5.346330881118774,208.41612761167474
97,269,0.060461997985839844,224.91828923255144
98,887,0.6358091831207275,210.6901976014987
99,555,0.2522871494293213,207.273379930796
